epoch,acc,loss,val_acc,val_loss
0,0.5625,1.2294715642929077,0.4464285671710968,0.7186793088912964
1,0.6294642686843872,0.9921334385871887,0.4464285671710968,0.7428411245346069
2,0.65625,0.8592575192451477,0.4821428656578064,0.7017675638198853
3,0.6607142686843872,0.7441729307174683,0.4464285671710968,0.8466924428939819
4,0.703125,0.6708568334579468,0.4553571343421936,0.8097578287124634
5,0.7410714030265808,0.6023850440979004,0.5625,0.7515691518783569
6,0.734375,0.6201872229576111,0.5803571343421936,0.6805205941200256
7,0.7611607313156128,0.5304665565490723,0.5446428656578064,0.7131599187850952
8,0.7834821343421936,0.5188941359519958,0.5446428656578064,0.7524417638778687
9,0.7745535969734192,0.5310078859329224,0.4732142984867096,0.8940414786338806
10,0.7924107313156128,0.510713517665863,0.4464285671710968,1.242819905281067
11,0.8125,0.4281369149684906,0.4464285671710968,1.1291675567626953
12,0.7991071343421936,0.48403286933898926,0.4464285671710968,1.4954230785369873
13,0.7946428656578064,0.43882372975349426,0.4464285671710968,0.9758599996566772
14,0.8058035969734192,0.438618928194046,0.4464285671710968,1.0294510126113892
