epoch,acc,loss,val_acc,val_loss
44,0.9636931419372559,0.09031441062688828,0.9629389047622681,0.09923397749662399
45,0.972071647644043,0.07222794741392136,0.9037711024284363,0.25460416078567505
46,0.9682930707931519,0.07354393601417542,0.9837450981140137,0.046687718480825424
47,0.9623788595199585,0.09746735543012619,0.9707412123680115,0.07446207851171494
48,0.9773287177085876,0.0648636445403099,0.9707412123680115,0.0746532753109932
49,0.9653359651565552,0.09210595488548279,0.9739921689033508,0.07935144007205963
50,0.9735502004623413,0.0716179609298706,0.9356306791305542,0.1704092174768448
51,0.9459503889083862,0.15051089227199554,0.8803641200065613,0.2851545512676239
52,0.9370790123939514,0.15180711448192596,0.9570870995521545,0.11032385379076004
53,0.9607359766960144,0.09853748232126236,0.8302990794181824,0.5366576313972473
54,0.9633645415306091,0.0943765863776207,0.9752925634384155,0.0788024514913559
55,0.9666502475738525,0.08274143934249878,0.9765929579734802,0.06801257282495499
56,0.9704287648200989,0.07496769726276398,0.981794536113739,0.052964989095926285
57,0.9546574950218201,0.11959400027990341,0.963589072227478,0.09317300468683243
58,0.9747001528739929,0.0695313960313797,0.9830949306488037,0.04959943890571594
59,0.974371612071991,0.07066361606121063,0.9629389047622681,0.10540229827165604
60,0.976671576499939,0.058121006935834885,0.9856957197189331,0.051545821130275726
61,0.9799572825431824,0.057346589863300323,0.9713914394378662,0.09383708983659744
62,0.974043071269989,0.0738503709435463,0.6098829507827759,1.7590560913085938
63,0.9446361064910889,0.1359904557466507,0.9525357484817505,0.12465285509824753
64,0.9687859416007996,0.08139744400978088,0.9746423959732056,0.08406359702348709
65,0.9615573883056641,0.09693240374326706,0.9707412123680115,0.07947544008493423
66,0.9707573652267456,0.07976222783327103,0.8901170492172241,0.3544321060180664
67,0.9724001884460449,0.0796106606721878,0.9765929579734802,0.06900469958782196
68,0.9779858589172363,0.05753880366683006,0.981144368648529,0.05794084072113037
69,0.9770001769065857,0.05869191512465477,0.9752925634384155,0.06614860892295837
70,0.978807270526886,0.053787313401699066,0.963589072227478,0.12186398357152939
71,0.9793001413345337,0.06265970319509506,0.9733420014381409,0.08089420944452286
72,0.9789716005325317,0.055026184767484665,0.9863458871841431,0.04015619307756424
73,0.980614423751831,0.0495302639901638,0.9856957197189331,0.04658976197242737
74,0.9825858473777771,0.04697544500231743,0.9830949306488037,0.06189902871847153
75,0.9830787181854248,0.046118855476379395,0.9785435795783997,0.05566417798399925
76,0.980942964553833,0.05283350870013237,0.6866059899330139,1.4755882024765015
77,0.9673073887825012,0.09148108214139938,0.9674902558326721,0.09160209447145462
78,0.9781501293182373,0.06219388172030449,0.9707412123680115,0.07886514812707901
79,0.9816001057624817,0.053825728595256805,0.9824447631835938,0.05082143098115921
80,0.980614423751831,0.05142005532979965,0.9830949306488037,0.05316919460892677
81,0.9834072589874268,0.04738738760352135,0.9863458871841431,0.04856200888752937
82,0.9781501293182373,0.05539087951183319,0.8205461502075195,0.6808035373687744
83,0.9733859300613403,0.06776229292154312,0.9707412123680115,0.07742942869663239
84,0.9819287061691284,0.04594127833843231,0.9837450981140137,0.05034034699201584
85,0.9748644828796387,0.0790705606341362,0.9512353539466858,0.14090928435325623
86,0.9801215529441833,0.058741580694913864,0.9869961142539978,0.029446013271808624
87,0.9816001057624817,0.04964078962802887,0.9577373266220093,0.11185526847839355
88,0.9771644473075867,0.058770205825567245,0.9876462817192078,0.04268313944339752
89,0.9819287061691284,0.05254345014691353,0.9856957197189331,0.05108579620718956
90,0.9816001057624817,0.04953703656792641,0.9837450981140137,0.05117617920041084
91,0.9842286705970764,0.04397573322057724,0.9889466762542725,0.035077229142189026
92,0.9845572710037231,0.042631883174180984,0.981144368648529,0.0618281215429306
93,0.980942964553833,0.04577811807394028,0.9752925634384155,0.0714525505900383
94,0.9878429174423218,0.03519449755549431,0.9720416069030762,0.08099831640720367
95,0.9822572469711304,0.046170979738235474,0.9856957197189331,0.04945673048496246
96,0.9715787768363953,0.0774368867278099,0.9674902558326721,0.11043653637170792
97,0.9696073532104492,0.08154205977916718,0.9778933525085449,0.07775333523750305
98,0.9760144352912903,0.06633839756250381,0.9713914394378662,0.07782801985740662
99,0.9840644001960754,0.0466335229575634,0.9830949306488037,0.058393802493810654
